Alloy,Tensile Strength: Ultimate (UTS) (psi),Melting Completion (Liquidus),Al,As,B,C,Ca,Ce,Co,Cr,Cu,Fe,La,Mg,Mn,Mo,N,Nb,Ni,O,P,Pb,S,Se,Si,Sn,Ta,Ti,V,W,Zn,Zr
EN-1.0446-GE240-Cast-Non-Alloy-Steel,530.0,1470.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.9675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0175,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN-1.0449-GS200-Cast-Non-Alloy-Steel,460.0,1460.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0125,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN-1.0451-P215NL-Non-Alloy-Steel,420.0,1460.0,0.04,0.0,0.0,0.075,0.0,0.0,0.0,0.15,0.15,98.39,0.0,0.0,0.8,0.04,0.0,0.005,0.15,0.0,0.0125,0.0,0.005,0.0,0.175,0.0,0.0,0.02,0.01,0.0,0.0,0.0
EN-1.0452-P255QL-Non-Alloy-Steel,430.0,1460.0,0.04,0.0,0.0,0.085,0.0,0.0,0.0,0.15,0.15,98.34,0.0,0.0,0.8,0.04,0.0,0.005,0.15,0.0,0.0125,0.0,0.005,0.0,0.175,0.0,0.0,0.02,0.01,0.0,0.0,0.0
EN-1.0453-P265NL-Non-Alloy-Steel,490.0,1460.0,0.04,0.0,0.0,0.1,0.0,0.0,0.0,0.15,0.15,98.14,0.0,0.0,1.0,0.04,0.0,0.005,0.15,0.0,0.0125,0.0,0.005,0.0,0.2,0.0,0.0,0.02,0.01,0.0,0.0,0.0
EN-1.0454-GE270-Cast-Non-Alloy-Steel,550.0,1470.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.9675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0175,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN-1.0455-GS240-Cast-Non-Alloy-Steel,530.0,1460.0,0.0,0.0,0.0,0.115,0.0,0.0,0.0,0.0,0.0,98.95,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0125,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN-1.0456-E275K2-Non-Alloy-Steel,652.4829777576033,1460.0,0.04,0.0,0.0,0.1,0.0,0.0,0.0,0.15,0.175,98.09,0.0,0.0,0.95,0.05,0.0075,0.025,0.15,0.0,0.0175,0.0,0.015,0.0,0.2,0.0,0.0,0.015,0.025,0.0,0.0,0.0
EN-1.0471-20MnNb6-Non-Alloy-Steel,580.0,1460.0,0.03,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.15,98.1,0.0,0.0,1.25,0.0,0.0,0.0575,0.0,0.0,0.0125,0.0,0.005,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN-1.0473-P355GH-Non-Alloy-Steel,570.0,1460.0,0.022,0.0,0.0,0.16,0.0,0.0,0.0,0.15,0.15,97.55,0.0,0.0,1.4,0.04,0.006,0.02,0.15,0.0,0.0125,0.0,0.005,0.0,0.3,0.0,0.0,0.015,0.01,0.0,0.0,0.0
EN-1.0477-P285NH-Non-Alloy-Steel,440.0,1460.0,0.03,0.0,0.0,0.09,0.0,0.0,0.0,0.15,0.1,98.15,0.0,0.0,1.0,0.04,0.01,0.015,0.15,0.0,0.0125,0.0,0.0075,0.0,0.2,0.0,0.0,0.0,0.025,0.0,0.0,0.0
EN-1.0478-P285QH-Non-Alloy-Steel,440.0,1460.0,0.03,0.0,0.0,0.09,0.0,0.0,0.0,0.15,0.1,98.15,0.0,0.0,1.0,0.04,0.01,0.015,0.15,0.0,0.0125,0.0,0.0075,0.0,0.2,0.0,0.0,0.0,0.025,0.0,0.0,0.0
EN-1.0481-P295GH-Non-Alloy-Steel,510.0,1460.0,0.022,0.0,0.0,0.14,0.0,0.0,0.0,0.15,0.15,97.9,0.0,0.0,1.2,0.04,0.006,0.01,0.15,0.0,0.0125,0.0,0.005,0.0,0.2,0.0,0.0,0.015,0.01,0.0,0.0,0.0
EN-1.0487-P275NH-Non-Alloy-Steel,440.0,1460.0,0.022,0.0,0.0,0.08,0.0,0.0,0.0,0.15,0.15,97.99,0.0,0.0,1.05,0.04,0.006,0.025,0.25,0.0,0.0125,0.0,0.005,0.0,0.2,0.0,0.0,0.015,0.025,0.0,0.0,0.0
EN-1.0488-P275NL1-Non-Alloy-Steel,440.0,1460.0,0.022,0.0,0.0,0.08,0.0,0.0,0.0,0.15,0.15,97.99,0.0,0.0,1.05,0.04,0.006,0.025,0.25,0.0,0.0125,0.0,0.004,0.0,0.2,0.0,0.0,0.015,0.025,0.0,0.0,0.0
EN-1.0490-S275N-Non-Alloy-Steel,440.0,1460.0,0.0075,0.0,0.0,0.1,0.0,0.0,0.0,0.175,0.3,97.775,0.0,0.0,1.025,0.065,0.0085,0.03,0.175,0.0,0.0175,0.0,0.015,0.0,0.225,0.0,0.0,0.03,0.035,0.0,0.0,0.0
EN-1.0491-S275NL-Non-Alloy-Steel,440.0,1460.0,0.0075,0.0,0.0,0.09,0.0,0.0,0.0,0.175,0.3,97.825,0.0,0.0,1.025,0.065,0.0085,0.03,0.175,0.0,0.015,0.0,0.0125,0.0,0.225,0.0,0.0,0.03,0.035,0.0,0.0,0.0
EN-1.0501-C35-Non-Alloy-Steel,560.0,1460.0,0.0,0.0,0.0,0.355,0.0,0.0,0.0,0.2,0.0,98.29,0.0,0.0,0.65,0.05,0.0,0.0,0.2,0.0,0.0225,0.0,0.0225,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN-1.0503-C45-Non-Alloy-Steel,630.0,1460.0,0.0,0.0,0.0,0.4599999999999999,0.0,0.0,0.0,0.2,0.0,98.19,0.0,0.0,0.65,0.05,0.0,0.0,0.2,0.0,0.0225,0.0,0.0225,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN-1.0511-C40-Non-Alloy-Steel,590.0,1460.0,0.0,0.0,0.0,0.405,0.0,0.0,0.0,0.2,0.0,98.265,0.0,0.0,0.65,0.05,0.0,0.0,0.2,0.0,0.0225,0.0,0.0225,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN-1.0528-C30-Non-Alloy-Steel,520.0,1460.0,0.0,0.0,0.0,0.305,0.0,0.0,0.0,0.2,0.0,98.365,0.0,0.0,0.65,0.05,0.0,0.0,0.2,0.0,0.0225,0.0,0.0225,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN-1.0535-C55-Non-Alloy-Steel,690.0,1460.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.2,0.0,98.0,0.0,0.0,0.75,0.05,0.0,0.0,0.2,0.0,0.0225,0.0,0.0225,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN-1.0536-E470-Non-Alloy-Steel,710.0,1460.0,0.03,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,97.8,0.0,0.0,1.5,0.0,0.01,0.035,0.0,0.0,0.015,0.0,0.0175,0.0,0.3,0.0,0.0,0.0,0.1149999999999999,0.0,0.0,0.0
EN-1.0540-C50-Non-Alloy-Steel,660.0,1460.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.2,0.0,98.05,0.0,0.0,0.75,0.05,0.0,0.0,0.2,0.0,0.0225,0.0,0.0225,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN-1.0545-S355N-Non-Alloy-Steel,550.0,1460.0,0.0075,0.0,0.0,0.11,0.0,0.0,0.0,0.175,0.3,97.325,0.0,0.0,1.325,0.065,0.0085,0.03,0.275,0.0,0.0175,0.0,0.015,0.0,0.275,0.0,0.0,0.03,0.07,0.0,0.0,0.0
EN-1.0546-S355NL-Non-Alloy-Steel,550.0,1460.0,0.0075,0.0,0.0,0.1,0.0,0.0,0.0,0.175,0.3,97.325,0.0,0.0,1.325,0.065,0.0085,0.03,0.275,0.0,0.015,0.0,0.0125,0.0,0.275,0.0,0.0,0.03,0.07,0.0,0.0,0.0
EN-1.0553-S355J0-Non-Alloy-Steel,530.0,1460.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.3,98.4,0.0,0.0,0.85,0.0,0.007,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN-1.0558-GE300-Cast-Non-Alloy-Steel,640.0,1470.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.9675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0175,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN-1.0562-P355N-Non-Alloy-Steel,550.0,1460.0,0.022,0.0,0.0,0.09,0.0,0.0,0.0,0.15,0.15,97.55,0.0,0.0,1.4,0.04,0.006,0.025,0.25,0.0,0.0125,0.0,0.005,0.0,0.25,0.0,0.0,0.015,0.05,0.0,0.0,0.0
EN-1.0565-P355NH-Non-Alloy-Steel,550.0,1460.0,0.03,0.0,0.0,0.1,0.0,0.0,0.0,0.15,0.15,97.6,0.0,0.0,1.3,0.04,0.01,0.025,0.25,0.0,0.0125,0.0,0.0075,0.0,0.25,0.0,0.0,0.015,0.05,0.0,0.0,0.0
EN-1.0566-P355NL1-Non-Alloy-Steel,550.0,1460.0,0.022,0.0,0.0,0.09,0.0,0.0,0.0,0.15,0.15,97.55,0.0,0.0,1.4,0.04,0.006,0.025,0.25,0.0,0.0125,0.0,0.004,0.0,0.25,0.0,0.0,0.015,0.05,0.0,0.0,0.0
EN-1.0570-S355J2G3-Non-Alloy-Steel,500.0,1460.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.15,0.0,98.45,0.0,0.0,0.8,0.04,0.0,0.0,0.15,0.0,0.0175,0.0,0.0175,0.0,0.275,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN-1.0571-P355QH1-Non-Alloy-Steel,550.0,1460.0,0.03,0.0,0.0,0.1,0.0,0.0,0.0,0.15,0.1,97.75,0.0,0.0,1.3,0.04,0.01,0.025,0.15,0.0,0.0125,0.0,0.0075,0.0,0.3,0.0,0.0,0.0,0.05,0.0,0.0,0.0
EN-1.0577-S355J2-Non-Alloy-Steel,530.0,1460.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.3,98.4,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0175,0.0,0.0175,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN-1.0580-E355-Non-Alloy-Steel,652.4829777576033,1460.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,98.75,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0225,0.0,0.0225,0.0,0.275,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN-1.0590-S450J0-Non-Alloy-Steel,620.0,1460.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.3,98.2,0.0,0.0,0.9,0.0,0.0135,0.03,0.0,0.0,0.02,0.0,0.02,0.0,0.3,0.0,0.0,0.03,0.075,0.0,0.0,0.0
EN-1.0591-GE320-Cast-Non-Alloy-Steel,620.0,1470.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.9675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0175,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN-1.0596-S355K2-Non-Alloy-Steel,530.0,1460.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.3,98.4,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0175,0.0,0.0175,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN-1.0597-GE360-Cast-Non-Alloy-Steel,670.0,1470.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.9675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0175,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN-1.0599-E420J2-Non-Alloy-Steel,620.0,1460.0,0.03,0.0,0.0,0.19,0.0,0.0,0.0,0.15,0.15,97.25,0.0,0.0,1.5,0.04,0.01,0.035,0.2,0.0,0.015,0.0,0.0175,0.0,0.3,0.0,0.0,0.025,0.1149999999999999,0.0,0.0,0.0
EN-1.0601-C60-Non-Alloy-Steel,730.0,1460.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.2,0.0,97.95,0.0,0.0,0.75,0.05,0.0,0.0,0.2,0.0,0.0225,0.0,0.0225,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN-1.0619-GP240GH-Cast-Non-Alloy-Steel,510.0,1460.0,0.0,0.0,0.0,0.205,0.0,0.0,0.0,0.15,0.15,97.96,0.0,0.0,0.95,0.06,0.0,0.0,0.2,0.0,0.015,0.0,0.01,0.0,0.3,0.0,0.0,0.0,0.015,0.0,0.0,0.0
EN-1.0625-GP280GH-Cast-Non-Alloy-Steel,560.0,1460.0,0.0,0.0,0.0,0.215,0.0,0.0,0.0,0.15,0.15,97.81,0.0,0.0,1.1,0.06,0.0,0.0,0.2,0.0,0.015,0.0,0.01,0.0,0.3,0.0,0.0,0.0,0.015,0.0,0.0,0.0
EN-1.0644-E590K2-Non-Alloy-Steel,690.0,1460.0,0.03,0.0,0.0,0.19,0.0,0.0,0.0,0.15,0.15,97.25,0.0,0.0,1.5,0.04,0.01,0.035,0.2,0.0,0.015,0.0,0.0175,0.0,0.3,0.0,0.0,0.025,0.1149999999999999,0.0,0.0,0.0
EN-1.0920-E355K2-Non-Alloy-Steel,540.0,1460.0,0.04,0.0,0.0,0.1,0.0,0.0,0.0,0.15,0.175,97.59,0.0,0.0,1.3,0.05,0.0075,0.025,0.25,0.0,0.0175,0.0,0.015,0.0,0.25,0.0,0.0,0.015,0.06,0.0,0.0,0.0
EN-1.1060-C35RC-Non-Alloy-Steel,652.4829777576033,1460.0,0.0,0.0,0.0,0.355,0.0,0.0,0.0,0.0,0.125,98.68,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0125,0.0,0.0275,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN-1.1061-C45RC-Non-Alloy-Steel,652.4829777576033,1460.0,0.0,0.0,0.0,0.4599999999999999,0.0,0.0,0.0,0.0,0.125,98.58,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0125,0.0,0.0275,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN-1.1104-P275NL2-Non-Alloy-Steel,440.0,1460.0,0.022,0.0,0.0,0.08,0.0,0.0,0.0,0.15,0.15,97.99,0.0,0.0,1.05,0.04,0.006,0.025,0.25,0.0,0.01,0.0,0.0025,0.0,0.2,0.0,0.0,0.015,0.025,0.0,0.0,0.0
EN-1.1106-P355NL2-Non-Alloy-Steel,550.0,1460.0,0.022,0.0,0.0,0.09,0.0,0.0,0.0,0.15,0.15,97.55,0.0,0.0,1.4,0.04,0.006,0.025,0.25,0.0,0.01,0.0,0.0025,0.0,0.25,0.0,0.0,0.015,0.05,0.0,0.0,0.0
EN-1.1118-G24Mn6-Cast-Non-Alloy-Steel,652.4829777576033,1460.0,0.0,0.0,0.0,0.225,0.0,0.0,0.0,0.0,0.0,97.8,0.0,0.0,1.65,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0075,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN-1.1121-C10E-Non-Alloy-Steel,400.0,1460.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,99.215,0.0,0.0,0.4499999999999999,0.0,0.0,0.0,0.0,0.0,0.0175,0.0,0.0175,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN-1.1122-C10E2C-Non-Alloy-Steel,652.4829777576033,1460.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.125,99.16,0.0,0.0,0.4499999999999999,0.0,0.0,0.0,0.0,0.0,0.0125,0.0,0.0125,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN-1.1127-38Mn6-Non-Alloy-Steel,652.4829777576033,1460.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.2,0.0,97.35,0.0,0.0,1.5499999999999998,0.05,0.0,0.0,0.2,0.0,0.0175,0.0,0.0175,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN-1.1131-G17Mn5-Cast-Non-Alloy-Steel,530.0,1460.0,0.0,0.0,0.0,0.175,0.0,0.0,0.0,0.0,0.0,98.25,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.015,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN-1.1132-C15E2C-Non-Alloy-Steel,652.4829777576033,1460.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.125,99.085,0.0,0.0,0.4499999999999999,0.0,0.0,0.0,0.0,0.0,0.0125,0.0,0.0125,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN-1.1133-20Mn5-Non-Alloy-Steel,652.4829777576033,1460.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,97.85,0.0,0.0,1.25,0.05,0.0,0.0,0.2,0.0,0.0175,0.0,0.0175,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN-1.1140-C15R-Non-Alloy-Steel,430.0,1460.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,99.13,0.0,0.0,0.4499999999999999,0.0,0.0,0.0,0.0,0.0,0.0175,0.0,0.03,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN-1.1141-C15E-Non-Alloy-Steel,420.0,1460.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,99.19,0.0,0.0,0.4499999999999999,0.0,0.0,0.0,0.0,0.0,0.0175,0.0,0.0175,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN-1.1147-C17E2C-Non-Alloy-Steel,652.4829777576033,1460.0,0.0,0.0,0.0,0.1699999999999999,0.0,0.0,0.0,0.0,0.125,98.775,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0125,0.0,0.0125,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN-1.1151-C22E-Non-Alloy-Steel,652.4829777576033,1460.0,0.0,0.0,0.0,0.205,0.0,0.0,0.0,0.2,0.0,98.565,0.0,0.0,0.55,0.05,0.0,0.0,0.2,0.0,0.0175,0.0,0.0175,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN-1.1152-C20E2C-Non-Alloy-Steel,652.4829777576033,1460.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.125,99.06,0.0,0.0,0.4499999999999999,0.0,0.0,0.0,0.0,0.0,0.0125,0.0,0.0125,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN-1.1158-C25E-Non-Alloy-Steel,652.4829777576033,1460.0,0.0,0.0,0.0,0.255,0.0,0.0,0.0,0.2,0.0,98.49,0.0,0.0,0.55,0.05,0.0,0.0,0.2,0.0,0.0175,0.0,0.0175,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN-1.1165-G28Mn6-Cast-Non-Alloy-Steel,652.4829777576033,1460.0,0.0,0.0,0.0,0.285,0.0,0.0,0.0,0.0,0.0,97.9,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0175,0.0,0.015,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN-1.1170-28Mn6-Non-Alloy-Steel,652.4829777576033,1460.0,0.0,0.0,0.0,0.285,0.0,0.0,0.0,0.2,0.0,97.6,0.0,0.0,1.5,0.05,0.0,0.0,0.2,0.0,0.0175,0.0,0.0175,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN-1.1172-C35EC-Non-Alloy-Steel,652.4829777576033,1460.0,0.0,0.0,0.0,0.355,0.0,0.0,0.0,0.0,0.125,98.69,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0125,0.0,0.0125,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN-1.1181-C35E-Non-Alloy-Steel,652.4829777576033,1460.0,0.0,0.0,0.0,0.355,0.0,0.0,0.0,0.2,0.0,98.29,0.0,0.0,0.65,0.05,0.0,0.0,0.2,0.0,0.0175,0.0,0.0175,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN-1.1191-C45E-Non-Alloy-Steel,652.4829777576033,1460.0,0.0,0.0,0.0,0.4599999999999999,0.0,0.0,0.0,0.2,0.0,98.19,0.0,0.0,0.65,0.05,0.0,0.0,0.2,0.0,0.0175,0.0,0.0175,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN-1.1192-C45EC-Non-Alloy-Steel,652.4829777576033,1460.0,0.0,0.0,0.0,0.4599999999999999,0.0,0.0,0.0,0.0,0.125,98.59,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0125,0.0,0.0125,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN-1.1203-C55E-Non-Alloy-Steel,652.4829777576033,1460.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.2,0.0,98.0,0.0,0.0,0.75,0.05,0.0,0.0,0.2,0.0,0.0175,0.0,0.0175,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN-1.1219-C56E2-Induction-Hardening-Bearing-Steel,652.4829777576033,1460.0,0.025,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.15,98.85,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.001,0.0125,0.0,0.015,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN-1.1221-C60E-Non-Alloy-Steel,652.4829777576033,1460.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.2,0.0,97.95,0.0,0.0,0.75,0.05,0.0,0.0,0.2,0.0,0.0175,0.0,0.0175,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN-1.1233-56Mn4-Induction-Hardening-Bearing-Steel,652.4829777576033,1450.0,0.025,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.15,98.55,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.001,0.0125,0.0,0.015,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN-1.1244-70Mn4-Induction-Hardening-Bearing-Steel,652.4829777576033,1450.0,0.025,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.15,98.65,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.001,0.0125,0.0,0.015,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN-1.3505-100Cr6-Through-Hardening-Bearing-Steel,652.4829777576033,1450.0,0.025,0.0,0.0,1.015,0.0,0.0,0.0,1.5,0.15,97.7,0.0,0.0,0.35,0.05,0.0,0.0,0.0,0.00075,0.0125,0.0,0.015,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN-1.3515-20MnCr4-2-Case-Hardening-Bearing-Steel,652.4829777576033,1460.0,0.025,0.0,0.0,0.2,0.0,0.0,0.0,0.575,0.15,98.15,0.0,0.0,0.875,0.0,0.0,0.0,0.0,0.001,0.0125,0.0,0.015,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN-1.3518-100CrMnSi4-4-Through-Hardening-Bearing-Steel,630.0,1440.0,0.025,0.0,0.0,1.015,0.0,0.0,0.0,1.05,0.15,97.05,0.0,0.0,1.05,0.05,0.0,0.0,0.0,0.00075,0.0125,0.0,0.015,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN-1.3519-100CrMnSi6-6-Through-Hardening-Bearing-Steel,652.4829777576033,1440.0,0.025,0.0,0.0,1.015,0.0,0.0,0.0,1.5499999999999998,0.15,96.1,0.0,0.0,1.5499999999999998,0.05,0.0,0.0,0.0,0.00075,0.0125,0.0,0.015,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN-1.3520-100CrMnSi6-4-Through-Hardening-Bearing-Steel,652.4829777576033,1440.0,0.025,0.0,0.0,1.015,0.0,0.0,0.0,1.5499999999999998,0.15,96.55,0.0,0.0,1.1,0.05,0.0,0.0,0.0,0.00075,0.0125,0.0,0.015,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN-1.3521-17MnCr5-Case-Hardening-Bearing-Steel,652.4829777576033,1460.0,0.025,0.0,0.0,0.165,0.0,0.0,0.0,0.95,0.15,97.5,0.0,0.0,1.15,0.0,0.0,0.0,0.0,0.001,0.0125,0.0,0.015,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN-1.3523-19MnCr5-Case-Hardening-Bearing-Steel,652.4829777576033,1460.0,0.025,0.0,0.0,0.195,0.0,0.0,0.0,1.15,0.15,97.2,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.001,0.0125,0.0,0.015,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN-1.3532-16NiCrMo16-5-Case-Hardening-Bearing-Steel,652.4829777576033,1460.0,0.025,0.0,0.0,0.16,0.0,0.0,0.0,1.2,0.15,93.7,0.0,0.0,0.4,0.25,0.0,0.0,4.05,0.001,0.0125,0.0,0.015,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN-1.3533-18NiCrMo14-6-Case-Hardening-Bearing-Steel,652.4829777576033,1460.0,0.025,0.0,0.0,0.175,0.0,0.0,0.0,1.4500000000000002,0.15,93.9,0.0,0.0,0.55,0.2,0.0,0.0,3.55,0.001,0.0125,0.0,0.015,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN-1.3536-100CrMo7-3-Through-Hardening-Bearing-Steel,660.0,1450.0,0.025,0.0,0.0,1.015,0.0,0.0,0.0,1.85,0.15,96.7,0.0,0.0,0.7,0.275,0.0,0.0,0.0,0.00075,0.0125,0.0,0.015,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN-1.3537-100CrMo7-Through-Hardening-Bearing-Steel,652.4829777576033,1450.0,0.025,0.0,0.0,1.015,0.0,0.0,0.0,1.85,0.15,97.1,0.0,0.0,0.35,0.2249999999999999,0.0,0.0,0.0,0.00075,0.0125,0.0,0.015,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN-1.3538-100CrMo7-4-Through-Hardening-Bearing-Steel,652.4829777576033,1450.0,0.025,0.0,0.0,1.015,0.0,0.0,0.0,1.85,0.15,96.6,0.0,0.0,0.7,0.45,0.0,0.0,0.0,0.00075,0.0125,0.0,0.015,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EN-1.3539-100CrMnMoSi8-4-6-Through-Hardening-Bearing-Steel,670.0,1450.0,0.025,0.0,0.0,1.015,0.0,0.0,0.0,1.95,0.15,95.85,0.0,0.0,0.95,0.55,0.0,0.0,0.0,0.00075,0.0125,0.0,0.015,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
